timestamp,source_ip,method,url,status_code,response_size,user_agent,is_attack_label
2025-11-24 05:42:03.880190,192.168.1.8,PUT,/login,200,2720,Mozilla/5.0,0
2025-11-21 23:24:03.880190,192.168.1.9,POST,/contact,404,2971,Chrome/90.0,0
2025-11-21 22:47:03.880190,192.168.1.12,PUT,/login,301,904,Safari/537.36,0
2025-11-21 20:25:03.880190,192.168.1.6,PUT,/about,200,3440,Chrome/90.0,0
2025-11-20 18:14:03.880190,10.0.0.3,PUT,/api/data,404,4393,Safari/537.36,0
2025-11-21 21:07:03.880190,192.168.1.2,PUT,/home,200,1216,Chrome/90.0,0
2025-11-26 02:03:03.880190,192.168.1.19,GET,/login,404,4946,Chrome/90.0,0
2025-11-24 10:04:03.880190,192.168.1.5,POST,/api/data,301,4687,Mozilla/5.0,0
2025-11-24 17:11:03.880190,192.168.1.1,POST,/contact,404,4143,Safari/537.36,0
2025-11-22 17:00:03.880190,192.168.1.14,GET,/contact,200,1858,Mozilla/5.0,0
2025-11-24 08:31:03.880190,192.168.1.4,PUT,/home,200,639,Safari/537.36,0
2025-11-24 00:35:03.880190,192.168.1.2,POST,/login,200,3011,Mozilla/5.0,0
2025-11-23 01:58:03.880190,10.0.0.1,POST,/login,404,909,Mozilla/5.0,0
2025-11-23 22:18:03.880190,192.168.1.3,PUT,/login,301,4277,Chrome/90.0,0
2025-11-26 08:55:03.880190,10.0.0.2,POST,/home,301,721,Mozilla/5.0,0
2025-11-20 22:14:03.880190,192.168.1.5,PUT,/home,200,2664,Mozilla/5.0,0
2025-11-23 00:05:03.880190,192.168.1.12,PUT,/api/data,200,2045,Safari/537.36,0
2025-11-23 17:19:03.880190,10.0.0.2,PUT,/home,200,2177,Mozilla/5.0,0
2025-11-21 00:02:03.880190,192.168.1.19,PUT,/home,301,2332,Chrome/90.0,0
2025-11-24 14:17:03.880190,192.168.1.19,PUT,/contact,301,1561,Chrome/90.0,0
2025-11-25 18:15:03.880190,10.0.0.1,PUT,/about,404,3058,Mozilla/5.0,0
2025-11-24 09:04:03.880190,192.168.1.13,GET,/api/data,200,1346,Safari/537.36,0
2025-11-24 20:47:03.880190,192.168.1.13,POST,/home,200,1042,Mozilla/5.0,0
2025-11-22 19:42:03.880190,192.168.1.19,GET,/home,404,4049,Mozilla/5.0,0
2025-11-21 22:53:03.880190,192.168.1.18,PUT,/contact,200,2023,Safari/537.36,0
2025-11-24 06:53:03.880190,192.168.1.13,PUT,/about,200,3941,Safari/537.36,0
2025-11-21 17:27:03.880190,192.168.1.3,GET,/home,301,1447,Chrome/90.0,0
2025-11-26 06:41:03.880190,45.33.22.11,POST,/sql_injection_test,500,176,Nmap Scripting Engine,1
2025-11-20 18:25:03.880190,192.168.1.15,GET,/contact,200,945,Safari/537.36,0
2025-11-25 08:26:03.880190,192.168.1.19,POST,/login,200,1278,Chrome/90.0,0
2025-11-23 02:27:03.880190,192.168.1.18,GET,/home,200,4209,Safari/537.36,0
2025-11-20 09:40:03.880190,192.168.1.12,POST,/about,404,1809,Mozilla/5.0,0
2025-11-21 20:17:03.880190,192.168.1.17,GET,/contact,200,1141,Safari/537.36,0
2025-11-20 22:15:03.880190,192.168.1.7,GET,/login,200,2029,Safari/537.36,0
2025-11-26 01:08:03.880190,172.16.0.5,POST,/sql_injection_test,500,175,Nmap Scripting Engine,1
2025-11-21 12:12:03.880190,192.168.1.1,GET,/home,404,2172,Chrome/90.0,0
2025-11-23 02:53:03.880190,192.168.1.1,PUT,/home,404,1134,Chrome/90.0,0
2025-11-26 05:17:03.880190,192.168.1.3,GET,/contact,200,3865,Safari/537.36,0
2025-11-19 22:01:03.880190,192.168.1.13,PUT,/contact,301,2093,Safari/537.36,0
2025-11-22 03:04:03.880190,192.168.1.13,POST,/home,404,4980,Safari/537.36,0
2025-11-24 12:29:03.880190,192.168.1.9,GET,/login,200,4951,Mozilla/5.0,0
2025-11-24 13:33:03.880190,192.168.1.1,PUT,/home,200,3161,Mozilla/5.0,0
2025-11-23 03:36:03.880190,10.0.0.3,GET,/login,200,1064,Safari/537.36,0
2025-11-24 15:58:03.880190,192.168.1.10,POST,/about,404,2025,Mozilla/5.0,0
2025-11-22 03:17:03.880190,192.168.1.12,PUT,/home,200,3390,Chrome/90.0,0
2025-11-23 05:40:03.880190,192.168.1.17,POST,/login,200,2838,Chrome/90.0,0
2025-11-23 08:17:03.880190,192.168.1.6,PUT,/about,200,3090,Mozilla/5.0,0
2025-11-20 00:17:03.880190,192.168.1.4,GET,/login,200,3224,Safari/537.36,0
2025-11-24 13:21:03.880190,192.168.1.14,POST,/login,404,2134,Safari/537.36,0
2025-11-25 21:41:03.880190,192.168.1.19,PUT,/contact,200,4456,Safari/537.36,0
2025-11-26 00:29:03.880190,192.168.1.10,PUT,/api/data,200,1024,Safari/537.36,0
2025-11-20 01:04:03.880190,10.0.0.3,POST,/login,200,3446,Chrome/90.0,0
2025-11-20 14:50:03.880190,192.168.1.19,GET,/login,200,1473,Chrome/90.0,0
2025-11-26 15:00:03.880190,192.168.1.8,POST,/home,404,2429,Safari/537.36,0
2025-11-23 18:00:03.880190,10.0.0.3,POST,/contact,200,4455,Mozilla/5.0,0
2025-11-21 08:15:03.880190,192.168.1.15,PUT,/login,200,1612,Mozilla/5.0,0
2025-11-23 13:28:03.880190,192.168.1.9,PUT,/about,404,1674,Chrome/90.0,0
2025-11-23 11:24:03.880190,192.168.1.13,GET,/home,200,1075,Safari/537.36,0
2025-11-26 04:58:03.880190,192.168.1.3,POST,/about,301,2089,Chrome/90.0,0
2025-11-26 07:22:03.880190,192.168.1.16,POST,/about,200,3151,Chrome/90.0,0
2025-11-26 00:46:03.880190,192.168.1.3,POST,/contact,301,1274,Mozilla/5.0,0
2025-11-24 19:17:03.880190,10.0.0.4,GET,/home,200,3479,Chrome/90.0,0
2025-11-23 12:43:03.880190,192.168.1.6,PUT,/api/data,200,4177,Chrome/90.0,0
2025-11-21 19:00:03.880190,192.168.1.8,POST,/home,200,3167,Safari/537.36,0
2025-11-21 17:02:03.880190,192.168.1.12,PUT,/home,200,1743,Mozilla/5.0,0
2025-11-23 01:54:03.880190,192.168.1.13,GET,/login,301,2292,Mozilla/5.0,0
2025-11-22 04:40:03.880190,192.168.1.19,PUT,/login,301,4423,Chrome/90.0,0
2025-11-23 02:44:03.880190,10.0.0.1,GET,/about,200,2801,Safari/537.36,0
2025-11-21 05:27:03.880190,192.168.1.5,GET,/about,301,3066,Safari/537.36,0
2025-11-20 17:10:03.880190,192.168.1.17,POST,/home,301,3354,Mozilla/5.0,0
2025-11-21 04:50:03.880190,192.168.1.6,GET,/about,301,4834,Chrome/90.0,0
2025-11-21 22:38:03.880190,192.168.1.13,GET,/contact,404,3062,Mozilla/5.0,0
2025-11-23 04:04:03.880190,192.168.1.3,GET,/login,200,1203,Mozilla/5.0,0
2025-11-24 09:56:03.880190,10.0.0.2,PUT,/login,404,1608,Chrome/90.0,0
2025-11-26 00:32:03.880190,10.0.0.2,POST,/home,200,3104,Mozilla/5.0,0
2025-11-25 14:03:03.880190,192.168.1.5,POST,/contact,404,4299,Mozilla/5.0,0
2025-11-20 12:05:03.880190,192.168.1.3,POST,/home,301,1518,Mozilla/5.0,0
2025-11-22 22:26:03.880190,192.168.1.16,PUT,/home,200,1938,Mozilla/5.0,0
2025-11-21 18:43:03.880190,10.0.0.4,GET,/login,200,4341,Chrome/90.0,0
2025-11-25 13:10:03.880190,192.168.1.6,POST,/api/data,200,4346,Chrome/90.0,0
2025-11-26 03:03:03.880190,192.168.1.16,GET,/contact,200,4753,Chrome/90.0,0
2025-11-21 14:17:03.880190,10.0.0.1,GET,/api/data,404,1130,Mozilla/5.0,0
2025-11-23 15:21:03.880190,10.0.0.2,GET,/home,200,1390,Mozilla/5.0,0
2025-11-20 11:45:03.880190,10.0.0.3,POST,/login,200,3119,Chrome/90.0,0
2025-11-22 06:22:03.880190,192.168.1.16,POST,/home,200,765,Safari/537.36,0
2025-11-21 01:26:03.880190,192.168.1.16,GET,/about,404,1092,Safari/537.36,0
2025-11-24 08:18:03.880190,192.168.1.8,PUT,/about,200,3014,Chrome/90.0,0
2025-11-21 09:16:03.880190,192.168.1.9,GET,/contact,200,831,Safari/537.36,0
2025-11-25 15:09:03.880190,192.168.1.8,PUT,/home,404,4241,Safari/537.36,0
2025-11-20 15:37:03.880190,10.0.0.3,PUT,/login,200,2481,Mozilla/5.0,0
2025-11-22 20:34:03.880190,10.0.0.1,PUT,/api/data,200,3906,Mozilla/5.0,0
2025-11-26 08:40:03.880190,10.0.0.2,POST,/api/data,200,1430,Safari/537.36,0
2025-11-21 15:16:03.880190,192.168.1.8,PUT,/login,200,2513,Chrome/90.0,0
2025-11-23 14:38:03.880190,192.168.1.9,POST,/api/data,200,3751,Chrome/90.0,0
2025-11-21 14:08:03.880190,192.168.1.16,PUT,/api/data,200,2516,Mozilla/5.0,0
2025-11-20 23:00:03.880190,192.168.1.12,GET,/home,200,3914,Mozilla/5.0,0
2025-11-21 18:25:03.880190,192.168.1.19,PUT,/api/data,200,3483,Mozilla/5.0,0
2025-11-24 09:10:03.880190,192.168.1.18,GET,/api/data,200,528,Chrome/90.0,0
2025-11-23 20:26:03.880190,192.168.1.18,PUT,/api/data,200,3306,Mozilla/5.0,0
2025-11-26 11:45:03.880190,10.0.0.2,GET,/about,301,3160,Safari/537.36,0
2025-11-26 05:28:03.880190,172.16.0.5,POST,/sql_injection_test,500,77,Python-urllib/2.7,1
2025-11-20 06:19:03.880190,10.0.0.2,GET,/about,301,3739,Safari/537.36,0
2025-11-26 11:32:03.880190,192.168.1.11,PUT,/about,200,3606,Safari/537.36,0
2025-11-20 11:03:03.880190,10.0.0.2,PUT,/login,200,2865,Mozilla/5.0,0
2025-11-20 11:21:03.880190,192.168.1.15,PUT,/login,404,2281,Chrome/90.0,0
2025-11-19 17:51:03.880190,10.0.0.3,PUT,/home,301,1265,Chrome/90.0,0
2025-11-23 05:16:03.880190,192.168.1.14,PUT,/home,200,1374,Chrome/90.0,0
2025-11-25 13:46:03.880190,10.0.0.4,POST,/contact,200,3446,Safari/537.36,0
2025-11-20 20:29:03.880190,192.168.1.10,PUT,/api/data,200,4009,Safari/537.36,0
2025-11-26 10:57:03.880190,192.168.1.15,POST,/about,301,2875,Chrome/90.0,0
2025-11-23 07:54:03.880190,192.168.1.11,POST,/contact,200,1317,Safari/537.36,0
2025-11-23 09:31:03.880190,192.168.1.15,GET,/contact,200,3222,Mozilla/5.0,0
2025-11-26 02:30:03.880190,192.168.1.10,POST,/api/data,301,1932,Mozilla/5.0,0
2025-11-26 02:49:03.880190,192.168.1.8,PUT,/api/data,200,2519,Chrome/90.0,0
2025-11-26 11:04:03.880190,45.33.22.11,POST,/admin/config,403,52,Nmap Scripting Engine,1
2025-11-20 03:30:03.880190,192.168.1.10,PUT,/login,404,4777,Mozilla/5.0,0
2025-11-20 00:11:03.880190,192.168.1.8,POST,/contact,301,814,Chrome/90.0,0
2025-11-23 02:51:03.880190,192.168.1.14,GET,/home,200,1906,Safari/537.36,0
2025-11-26 11:11:03.880190,45.33.22.11,POST,/etc/passwd,401,56,Python-urllib/2.7,1
2025-11-21 12:03:03.880190,192.168.1.12,GET,/api/data,200,4047,Mozilla/5.0,0
2025-11-21 13:54:03.880190,192.168.1.9,POST,/about,301,4345,Chrome/90.0,0
2025-11-26 12:29:03.880190,45.33.22.11,POST,/admin/config,403,67,Hydra,1
2025-11-26 14:01:03.880190,192.168.1.5,PUT,/contact,200,1645,Safari/537.36,0
2025-11-22 14:12:03.880190,192.168.1.18,PUT,/login,200,942,Mozilla/5.0,0
2025-11-22 18:11:03.880190,192.168.1.12,POST,/contact,404,4971,Chrome/90.0,0
2025-11-24 18:01:03.880190,192.168.1.17,GET,/contact,301,2689,Chrome/90.0,0
2025-11-24 11:45:03.880190,10.0.0.2,POST,/contact,404,2103,Safari/537.36,0
2025-11-22 17:57:03.880190,192.168.1.1,GET,/home,200,3126,Chrome/90.0,0
2025-11-20 14:15:03.880190,192.168.1.19,PUT,/login,200,2614,Safari/537.36,0
2025-11-23 08:10:03.880190,192.168.1.4,GET,/about,404,2803,Chrome/90.0,0
2025-11-21 23:53:03.880190,192.168.1.5,POST,/about,200,503,Safari/537.36,0
2025-11-21 05:19:03.880190,192.168.1.9,POST,/home,404,3113,Safari/537.36,0
2025-11-24 03:55:03.880190,192.168.1.14,PUT,/login,200,3373,Safari/537.36,0
2025-11-26 06:55:03.880190,192.168.1.18,GET,/login,404,3570,Mozilla/5.0,0
2025-11-21 21:31:03.880190,192.168.1.4,POST,/contact,404,4276,Chrome/90.0,0
2025-11-22 21:49:03.880190,192.168.1.2,PUT,/api/data,200,3623,Mozilla/5.0,0
2025-11-26 05:34:03.880190,172.16.0.5,POST,/etc/passwd,403,178,Nmap Scripting Engine,1
2025-11-24 06:51:03.880190,192.168.1.7,GET,/login,200,2398,Chrome/90.0,0
2025-11-22 11:30:03.880190,192.168.1.3,GET,/api/data,200,511,Chrome/90.0,0
2025-11-25 11:16:03.880190,10.0.0.3,GET,/home,404,4834,Safari/537.36,0
2025-11-19 21:11:03.880190,192.168.1.13,POST,/about,200,2792,Mozilla/5.0,0
2025-11-26 07:02:03.880190,172.16.0.5,GET,/sql_injection_test,403,121,Nmap Scripting Engine,1
2025-11-26 04:22:03.880190,192.168.1.14,GET,/about,200,3322,Chrome/90.0,0
2025-11-25 18:18:03.880190,10.0.0.4,POST,/contact,404,1248,Safari/537.36,0
2025-11-20 20:53:03.880190,192.168.1.10,POST,/contact,200,3673,Mozilla/5.0,0
2025-11-22 11:18:03.880190,10.0.0.4,POST,/contact,404,1766,Mozilla/5.0,0
2025-11-25 07:20:03.880190,192.168.1.5,POST,/contact,200,2530,Chrome/90.0,0
2025-11-21 11:05:03.880190,192.168.1.6,PUT,/home,301,3182,Mozilla/5.0,0
2025-11-26 04:22:03.880190,10.0.0.1,GET,/login,200,1952,Mozilla/5.0,0
2025-11-24 10:44:03.880190,10.0.0.2,POST,/about,301,1081,Mozilla/5.0,0
2025-11-19 21:49:03.880190,192.168.1.1,PUT,/home,200,4656,Chrome/90.0,0
2025-11-20 07:23:03.880190,192.168.1.10,GET,/about,200,3837,Mozilla/5.0,0
2025-11-23 07:42:03.880190,192.168.1.12,GET,/home,200,1778,Chrome/90.0,0
2025-11-23 23:47:03.880190,192.168.1.16,POST,/login,404,1555,Safari/537.36,0
2025-11-23 09:23:03.880190,192.168.1.6,POST,/contact,200,1194,Mozilla/5.0,0
2025-11-26 09:54:03.880190,192.168.1.18,POST,/login,200,2263,Chrome/90.0,0
2025-11-21 19:00:03.880190,192.168.1.12,POST,/home,200,777,Safari/537.36,0
2025-11-21 00:07:03.880190,192.168.1.13,POST,/contact,200,3236,Mozilla/5.0,0
2025-11-24 18:18:03.880190,192.168.1.9,PUT,/login,404,2293,Chrome/90.0,0
2025-11-23 03:23:03.880190,192.168.1.15,POST,/about,200,2205,Mozilla/5.0,0
2025-11-26 14:39:03.880190,192.168.1.7,GET,/home,200,1280,Mozilla/5.0,0
2025-11-21 15:41:03.880190,192.168.1.9,GET,/home,200,4046,Chrome/90.0,0
2025-11-25 07:42:03.880190,192.168.1.18,GET,/about,200,2338,Mozilla/5.0,0
2025-11-22 17:21:03.880190,192.168.1.16,GET,/home,200,3705,Chrome/90.0,0
2025-11-23 01:19:03.880190,192.168.1.5,GET,/contact,301,2502,Mozilla/5.0,0
2025-11-24 13:49:03.880190,192.168.1.12,PUT,/home,404,4765,Safari/537.36,0
2025-11-22 00:11:03.880190,192.168.1.12,GET,/login,200,4318,Chrome/90.0,0
2025-11-26 02:04:03.880190,192.168.1.16,PUT,/login,404,3288,Safari/537.36,0
2025-11-26 04:00:03.880190,192.168.1.10,POST,/contact,200,3367,Safari/537.36,0
2025-11-26 11:56:03.880190,192.168.1.19,GET,/api/data,404,3645,Chrome/90.0,0
2025-11-22 01:24:03.880190,192.168.1.14,GET,/contact,404,4995,Mozilla/5.0,0
2025-11-20 05:24:03.880190,192.168.1.16,GET,/contact,404,1144,Chrome/90.0,0
2025-11-19 20:07:03.880190,192.168.1.7,POST,/contact,301,1045,Mozilla/5.0,0
2025-11-19 20:57:03.880190,192.168.1.9,PUT,/api/data,200,4827,Chrome/90.0,0
2025-11-25 19:41:03.880190,10.0.0.3,GET,/about,200,2399,Chrome/90.0,0
2025-11-23 23:49:03.880190,192.168.1.13,POST,/about,200,2662,Safari/537.36,0
2025-11-22 09:35:03.880190,192.168.1.11,POST,/login,200,2114,Safari/537.36,0
2025-11-20 02:36:03.880190,192.168.1.5,PUT,/login,200,4657,Mozilla/5.0,0
2025-11-23 03:02:03.880190,192.168.1.5,GET,/about,404,4828,Safari/537.36,0
2025-11-24 22:39:03.880190,192.168.1.15,POST,/api/data,200,2507,Safari/537.36,0
2025-11-23 17:11:03.880190,192.168.1.17,POST,/login,200,4649,Chrome/90.0,0
2025-11-20 11:11:03.880190,192.168.1.19,GET,/about,200,882,Safari/537.36,0
2025-11-22 23:06:03.880190,10.0.0.2,PUT,/api/data,200,3518,Chrome/90.0,0
2025-11-23 13:05:03.880190,192.168.1.17,POST,/home,200,2956,Mozilla/5.0,0
2025-11-23 16:55:03.880190,192.168.1.11,POST,/contact,200,3213,Chrome/90.0,0
2025-11-24 15:48:03.880190,192.168.1.10,GET,/api/data,200,1392,Safari/537.36,0
2025-11-24 04:20:03.880190,192.168.1.13,POST,/contact,404,4124,Mozilla/5.0,0
2025-11-23 03:42:03.880190,192.168.1.9,POST,/api/data,200,1504,Mozilla/5.0,0
2025-11-22 02:09:03.880190,10.0.0.3,PUT,/contact,200,3138,Mozilla/5.0,0
2025-11-26 06:01:03.880190,10.0.0.3,POST,/about,404,1158,Safari/537.36,0
2025-11-21 08:00:03.880190,192.168.1.6,GET,/about,200,1930,Mozilla/5.0,0
2025-11-25 06:25:03.880190,192.168.1.17,POST,/about,404,2036,Mozilla/5.0,0
2025-11-21 11:24:03.880190,10.0.0.1,POST,/contact,200,1583,Chrome/90.0,0
2025-11-25 14:21:03.880190,192.168.1.15,PUT,/home,301,850,Safari/537.36,0
2025-11-23 15:10:03.880190,192.168.1.8,POST,/contact,301,2559,Chrome/90.0,0
2025-11-23 07:20:03.880190,192.168.1.15,POST,/about,200,4143,Chrome/90.0,0
2025-11-23 00:34:03.880190,10.0.0.3,PUT,/api/data,404,609,Mozilla/5.0,0
2025-11-23 01:22:03.880190,192.168.1.17,PUT,/login,301,2774,Chrome/90.0,0
2025-11-24 14:06:03.880190,192.168.1.4,GET,/contact,404,2670,Mozilla/5.0,0
2025-11-24 08:34:03.880190,10.0.0.3,POST,/api/data,404,2511,Mozilla/5.0,0
2025-11-24 16:16:03.880190,192.168.1.8,GET,/login,301,699,Mozilla/5.0,0
2025-11-25 05:01:03.880190,192.168.1.17,POST,/about,404,2334,Mozilla/5.0,0
2025-11-25 04:16:03.880190,192.168.1.3,GET,/contact,200,2175,Mozilla/5.0,0
2025-11-20 00:03:03.880190,192.168.1.4,GET,/home,404,571,Mozilla/5.0,0
2025-11-25 19:26:03.880190,10.0.0.3,PUT,/contact,200,1260,Mozilla/5.0,0
2025-11-21 23:32:03.880190,192.168.1.6,GET,/contact,200,1805,Safari/537.36,0
2025-11-19 18:44:03.880190,192.168.1.12,PUT,/contact,301,3791,Mozilla/5.0,0
2025-11-22 10:45:03.880190,192.168.1.5,POST,/contact,404,1571,Safari/537.36,0
2025-11-21 01:58:03.880190,192.168.1.8,PUT,/login,301,771,Mozilla/5.0,0
2025-11-22 08:20:03.880190,192.168.1.15,PUT,/api/data,301,1715,Mozilla/5.0,0
2025-11-24 09:46:03.880190,192.168.1.6,PUT,/about,404,3727,Safari/537.36,0
2025-11-20 15:09:03.880190,192.168.1.15,PUT,/about,301,1773,Safari/537.36,0
2025-11-25 18:36:03.880190,192.168.1.9,POST,/home,200,3962,Safari/537.36,0
2025-11-26 06:21:03.880190,192.168.1.4,PUT,/about,301,2590,Mozilla/5.0,0
2025-11-22 05:19:03.880190,192.168.1.3,GET,/login,200,1111,Safari/537.36,0
2025-11-22 11:06:03.880190,10.0.0.1,POST,/contact,404,3843,Mozilla/5.0,0
2025-11-23 02:08:03.880190,192.168.1.15,PUT,/login,200,2765,Safari/537.36,0
2025-11-20 17:43:03.880190,192.168.1.18,GET,/contact,200,4070,Chrome/90.0,0
2025-11-21 20:44:03.880190,192.168.1.1,GET,/about,200,1253,Mozilla/5.0,0
2025-11-25 13:33:03.880190,192.168.1.9,PUT,/about,404,785,Mozilla/5.0,0
2025-11-24 16:22:03.880190,192.168.1.11,GET,/api/data,404,2440,Mozilla/5.0,0
2025-11-21 21:18:03.880190,192.168.1.15,PUT,/contact,200,4040,Chrome/90.0,0
2025-11-25 05:14:03.880190,192.168.1.11,GET,/about,200,3822,Safari/537.36,0
2025-11-22 09:01:03.880190,192.168.1.9,PUT,/api/data,404,2680,Safari/537.36,0
2025-11-21 12:27:03.880190,192.168.1.1,POST,/api/data,200,526,Chrome/90.0,0
2025-11-26 04:18:03.880190,45.33.22.11,POST,/sql_injection_test,401,55,Python-urllib/2.7,1
2025-11-24 10:39:03.880190,192.168.1.1,GET,/login,200,1959,Chrome/90.0,0
2025-11-23 23:00:03.880190,192.168.1.6,GET,/about,200,4186,Mozilla/5.0,0
2025-11-26 00:52:03.880190,192.168.1.14,PUT,/about,404,4224,Mozilla/5.0,0
2025-11-24 22:35:03.880190,192.168.1.6,POST,/home,200,3181,Safari/537.36,0
2025-11-20 09:38:03.880190,10.0.0.3,POST,/about,200,4120,Safari/537.36,0
2025-11-23 18:34:03.880190,192.168.1.6,GET,/about,200,1037,Chrome/90.0,0
2025-11-22 04:36:03.880190,192.168.1.5,POST,/api/data,200,4742,Chrome/90.0,0
2025-11-24 09:40:03.880190,192.168.1.18,PUT,/about,404,635,Mozilla/5.0,0
2025-11-26 14:21:03.880190,45.33.22.11,POST,/sql_injection_test,403,153,Hydra,1
2025-11-21 15:41:03.880190,192.168.1.4,POST,/login,200,3575,Mozilla/5.0,0
2025-11-26 11:59:03.880190,192.168.1.1,GET,/api/data,404,1804,Chrome/90.0,0
2025-11-26 14:43:03.880190,45.33.22.11,POST,/admin/config,401,166,Nmap Scripting Engine,1
2025-11-21 03:36:03.880190,192.168.1.14,GET,/about,301,2056,Chrome/90.0,0
2025-11-20 04:10:03.880190,192.168.1.9,GET,/api/data,301,549,Chrome/90.0,0
2025-11-20 17:30:03.880190,192.168.1.12,POST,/login,301,1954,Mozilla/5.0,0
2025-11-22 04:28:03.880190,192.168.1.15,GET,/api/data,404,2707,Chrome/90.0,0
2025-11-20 21:46:03.880190,10.0.0.3,PUT,/api/data,200,2265,Safari/537.36,0
2025-11-25 23:40:03.880190,10.0.0.1,POST,/contact,200,1763,Safari/537.36,0
2025-11-19 23:24:03.880190,192.168.1.13,GET,/login,404,2036,Safari/537.36,0
2025-11-23 21:54:03.880190,192.168.1.6,GET,/about,200,1725,Safari/537.36,0
2025-11-25 21:26:03.880190,192.168.1.10,PUT,/api/data,301,4686,Chrome/90.0,0
2025-11-21 07:45:03.880190,10.0.0.4,PUT,/about,200,4807,Safari/537.36,0
2025-11-26 13:24:03.880190,45.33.22.11,POST,/admin/config,500,162,Python-urllib/2.7,1
2025-11-20 23:21:03.880190,192.168.1.9,PUT,/login,200,702,Chrome/90.0,0
2025-11-20 01:30:03.880190,192.168.1.13,POST,/home,404,1348,Safari/537.36,0
2025-11-25 12:26:03.880190,10.0.0.3,PUT,/api/data,200,1441,Mozilla/5.0,0
2025-11-20 22:11:03.880190,192.168.1.4,GET,/api/data,200,1588,Safari/537.36,0
2025-11-26 02:54:03.880190,192.168.1.10,GET,/contact,200,2402,Safari/537.36,0
2025-11-20 19:25:03.880190,192.168.1.18,GET,/contact,404,3192,Mozilla/5.0,0
2025-11-23 05:01:03.880190,192.168.1.8,GET,/contact,200,4695,Chrome/90.0,0
2025-11-21 08:02:03.880190,192.168.1.4,POST,/home,404,4274,Mozilla/5.0,0
2025-11-22 06:33:03.880190,192.168.1.3,POST,/api/data,200,1025,Safari/537.36,0
2025-11-22 19:54:03.880190,192.168.1.7,GET,/login,200,2886,Safari/537.36,0
2025-11-21 13:36:03.880190,192.168.1.3,GET,/login,200,2157,Chrome/90.0,0
2025-11-21 06:09:03.880190,192.168.1.19,PUT,/about,200,4668,Chrome/90.0,0
2025-11-21 20:39:03.880190,192.168.1.1,PUT,/home,404,4880,Mozilla/5.0,0
2025-11-21 05:40:03.880190,192.168.1.16,GET,/api/data,404,1936,Mozilla/5.0,0
2025-11-24 06:37:03.880190,192.168.1.4,PUT,/home,200,4914,Safari/537.36,0
2025-11-20 20:05:03.880190,192.168.1.15,PUT,/about,404,525,Mozilla/5.0,0
2025-11-21 06:28:03.880190,192.168.1.14,GET,/contact,301,4524,Chrome/90.0,0
2025-11-20 01:33:03.880190,10.0.0.1,POST,/login,200,1758,Chrome/90.0,0
2025-11-24 18:26:03.880190,10.0.0.3,POST,/api/data,200,3593,Chrome/90.0,0
2025-11-20 03:05:03.880190,192.168.1.6,PUT,/api/data,200,2279,Chrome/90.0,0
2025-11-21 18:07:03.880190,10.0.0.3,PUT,/home,200,4899,Safari/537.36,0
2025-11-21 02:17:03.880190,10.0.0.2,GET,/home,200,3133,Safari/537.36,0
2025-11-24 14:16:03.880190,192.168.1.7,GET,/home,301,4312,Safari/537.36,0
2025-11-20 14:03:03.880190,192.168.1.12,POST,/home,301,1636,Safari/537.36,0
